asset_class,source_provider,symbol_or_query,headline,snippet,article_url,timestamp_utc,sentiment,theme_bucket,query,raw
gdelt_news,gdelt_doc,SPY,奥迪全新A4谍照曝光 运动感强,20240603T033000Z,https://auto.zol.com.cn/875/8755423.html,2024-06-03 03:30:00+00:00,,macro,SPY,"{'url': 'https://auto.zol.com.cn/875/8755423.html', 'url_mobile': 'https://m.zol.com.cn/article/8755423.html', 'title': '奥迪全新A4谍照曝光 运动感强', 'seendate': '20240603T033000Z', 'socialimage': '', 'domain': 'auto.zol.com.cn', 'language': 'Chinese', 'sourcecountry': 'China'}"
gdelt_news,gdelt_doc,SPY,Trung Quốc tuyên bố phát hiện gián điệp Anh trong cơ quan trung ương,20240603T041500Z,https://vnexpress.net/trung-quoc-tuyen-bo-phat-hien-gian-diep-anh-trong-co-quan-trung-uong-4753535.html,2024-06-03 04:15:00+00:00,,macro,SPY,"{'url': 'https://vnexpress.net/trung-quoc-tuyen-bo-phat-hien-gian-diep-anh-trong-co-quan-trung-uong-4753535.html', 'url_mobile': '', 'title': 'Trung Quốc tuyên bố phát hiện gián điệp Anh trong cơ quan trung ương', 'seendate': '20240603T041500Z', 'socialimage': 'https://i2-vnexpress.vnecdn.net/2024/06/03/canh-sat-trung-quoc-1717379723-7093-7038-1717379967.jpg?&q=100&dpr=1&fit=crop&s=ajFnkLWSwqkVW_1YwMWakA', 'domain': 'vnexpress.net', 'language': 'Vietnamese', 'sourcecountry': 'Vietnam'}"
gdelt_news,gdelt_doc,SPY,MI6 Rekrut Pegawai Negara China untuk Jadi Mata - mata Inggris,20240603T041500Z,https://www.kompas.com/global/read/2024/06/03/105152670/mi6-rekrut-pegawai-negara-china-untuk-jadi-mata-mata-inggris,2024-06-03 04:15:00+00:00,,macro,SPY,"{'url': 'https://www.kompas.com/global/read/2024/06/03/105152670/mi6-rekrut-pegawai-negara-china-untuk-jadi-mata-mata-inggris', 'url_mobile': '', 'title': 'MI6 Rekrut Pegawai Negara China untuk Jadi Mata - mata Inggris', 'seendate': '20240603T041500Z', 'socialimage': 'https://asset.kompas.com/crops/K_2KO6_E9cFTajnYdeSY1CvwD_M=/0x0:1900x1267/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2019/05/21/3620288052.jpg', 'domain': 'kompas.com', 'language': 'Indonesian', 'sourcecountry': 'Indonesia'}"
gdelt_news,gdelt_doc,SPY,北京控MI6策反中國公務員夫婦 為英政府蒐集情報 | 國際,20240603T050000Z,https://www.cna.com.tw:443/news/aopl/202406030076.aspx,2024-06-03 05:00:00+00:00,,macro,SPY,"{'url': 'https://www.cna.com.tw:443/news/aopl/202406030076.aspx', 'url_mobile': '', 'title': '北京控MI6策反中國公務員夫婦 為英政府蒐集情報 | 國際', 'seendate': '20240603T050000Z', 'socialimage': '', 'domain': 'cna.com.tw', 'language': 'Chinese', 'sourcecountry': 'Taiwan'}"
gdelt_news,gdelt_doc,SPY,Trung Quốc  tố  tình báo Anh cài gián điệp trong cơ quan trung ương,20240603T061500Z,https://dantri.com.vn/the-gioi/trung-quoc-to-tinh-bao-anh-cai-gian-diep-trong-co-quan-trung-uong-20240603110751572.htm,2024-06-03 06:15:00+00:00,,macro,SPY,"{'url': 'https://dantri.com.vn/the-gioi/trung-quoc-to-tinh-bao-anh-cai-gian-diep-trong-co-quan-trung-uong-20240603110751572.htm', 'url_mobile': '', 'title': 'Trung Quốc  tố  tình báo Anh cài gián điệp trong cơ quan trung ương', 'seendate': '20240603T061500Z', 'socialimage': 'https://cdnphoto.dantri.com.vn/nQ9UorlyW5kg6gEXqhRlDluylng=/zoom/1200_630/2024/06/03/canhsattrungquoccfp-crop-1717387598403.jpeg', 'domain': 'dantri.com.vn', 'language': 'Vietnamese', 'sourcecountry': 'Vietnam'}"
gdelt_news,gdelt_doc,SPY,好用發票App推薦 》「 發票特務 」 自動對獎 ， 解任務拿好禮 ， 每月獨家加碼發票獎 ！ ｜卡優新聞網,20240603T063000Z,https://www.cardu.com.tw/epoint/detail.php?51976,2024-06-03 06:30:00+00:00,,macro,SPY,"{'url': 'https://www.cardu.com.tw/epoint/detail.php?51976', 'url_mobile': '', 'title': '好用發票App推薦 》「 發票特務 」 自動對獎 ， 解任務拿好禮 ， 每月獨家加碼發票獎 ！ ｜卡優新聞網', 'seendate': '20240603T063000Z', 'socialimage': 'https://imgcloud.cardu.com.tw/201910/20240602/Cardu_665c78549f0e8.png', 'domain': 'cardu.com.tw', 'language': 'Chinese', 'sourcecountry': 'Taiwan'}"
gdelt_news,gdelt_doc,SPY,北京控MI6策反中國公務員夫婦 為英政府蒐集情報 | 國際,20240603T074500Z,https://www.cna.com.tw/news/aopl/202406030076.aspx,2024-06-03 07:45:00+00:00,,macro,SPY,"{'url': 'https://www.cna.com.tw/news/aopl/202406030076.aspx', 'url_mobile': '', 'title': '北京控MI6策反中國公務員夫婦 為英政府蒐集情報 | 國際', 'seendate': '20240603T074500Z', 'socialimage': 'https://imgcdn.cna.com.tw/www/WebPhotos/1024/20220608/960x640_799228013450.jpg', 'domain': 'cna.com.tw', 'language': 'Chinese', 'sourcecountry': 'Taiwan'}"
gdelt_news,gdelt_doc,SPY,この巨体で0 - 100km / h加速3 . 7秒 ！ アウディのフラッグシップSUV 「 Q8 」 シリーズに最高峰モデル 「 RS Q8 」 登場へ ！ ニュルブルクリンクでテスト中 !!― スポニチ Sponichi Annex クルマ,20240603T081500Z,https://www.sponichi.co.jp/car/news/2024/06/03/kiji/20240603c00045SCE005000c.html,2024-06-03 08:15:00+00:00,,macro,SPY,"{'url': 'https://www.sponichi.co.jp/car/news/2024/06/03/kiji/20240603c00045SCE005000c.html', 'url_mobile': 'https://www.sponichi.co.jp/car/news/2024/06/03/kiji/20240603c00045SCE005000c.html?amp=1', 'title': 'この巨体で0 - 100km / h加速3 . 7秒 ！ アウディのフラッグシップSUV 「 Q8 」 シリーズに最高峰モデル 「 RS Q8 」 登場へ ！ ニュルブルクリンクでテスト中 !!― スポニチ Sponichi Annex クルマ', 'seendate': '20240603T081500Z', 'socialimage': 'https://www.sponichi.co.jp/car/news/2024/06/03/jpeg/20240603c01045SCE005000p_view.jpg', 'domain': 'sponichi.co.jp', 'language': 'Japanese', 'sourcecountry': 'Japan'}"
gdelt_news,gdelt_doc,SPY,さらば丸眼四灯 ！ これがハイブリッドを搭載したベントレーのファーストモデル 「 コンチネンタルGT 」 PHEV !!― スポニチ Sponichi Annex クルマ,20240603T081500Z,https://www.sponichi.co.jp/car/news/2024/06/03/kiji/20240603c00045SCE008000c.html,2024-06-03 08:15:00+00:00,,macro,SPY,"{'url': 'https://www.sponichi.co.jp/car/news/2024/06/03/kiji/20240603c00045SCE008000c.html', 'url_mobile': 'https://www.sponichi.co.jp/car/news/2024/06/03/kiji/20240603c00045SCE008000c.html?amp=1', 'title': 'さらば丸眼四灯 ！ これがハイブリッドを搭載したベントレーのファーストモデル 「 コンチネンタルGT 」 PHEV !!― スポニチ Sponichi Annex クルマ', 'seendate': '20240603T081500Z', 'socialimage': 'https://www.sponichi.co.jp/car/news/2024/06/03/jpeg/20240603c01045SCE008000p_view.jpg', 'domain': 'sponichi.co.jp', 'language': 'Japanese', 'sourcecountry': 'Japan'}"
gdelt_news,gdelt_doc,SPY,چین کا برطانوی خفیہ ایجنسی ایم آئی سکس پر چینی سرکاری ملازمین کو بطور جاسوس بھرتی کرنے کا الزام,20240603T091500Z,https://www.bbc.com/urdu/articles/cmjjkddk3vdo,2024-06-03 09:15:00+00:00,,macro,SPY,"{'url': 'https://www.bbc.com/urdu/articles/cmjjkddk3vdo', 'url_mobile': 'https://www.bbc.com/urdu/articles/cmjjkddk3vdo.amp', 'title': 'چین کا برطانوی خفیہ ایجنسی ایم آئی سکس پر چینی سرکاری ملازمین کو بطور جاسوس بھرتی کرنے کا الزام', 'seendate': '20240603T091500Z', 'socialimage': 'https://ichef.bbci.co.uk/news/1024/branded_urdu/b481/live/e6ed2220-2177-11ef-baa7-25d483663b8e.jpg', 'domain': 'bbc.com', 'language': 'Urdu', 'sourcecountry': 'United Kingdom'}"
gdelt_news,gdelt_doc,SPY,北京指责英国情报机构策反中国公务员夫妇,20240603T114500Z,https://www.voachinese.com/a/beijing-accuses-uk-intelligence-of-recruiting-chinese-central-government-employees-20240603/7640256.html,2024-06-03 11:45:00+00:00,,macro,SPY,"{'url': 'https://www.voachinese.com/a/beijing-accuses-uk-intelligence-of-recruiting-chinese-central-government-employees-20240603/7640256.html', 'url_mobile': 'https://www.voachinese.com/amp/beijing-accuses-uk-intelligence-of-recruiting-chinese-central-government-employees-20240603/7640256.html', 'title': '北京指责英国情报机构策反中国公务员夫妇', 'seendate': '20240603T114500Z', 'socialimage': 'https://gdb.voanews.com/2D203D84-CD23-4180-90A7-BB0E8B61D77E_w1200_r1.jpg', 'domain': 'voachinese.com', 'language': 'Chinese', 'sourcecountry': 'China'}"
gdelt_news,gdelt_doc,SPY,பாகிஸ்தானுக்காக உளவு பார்த்த பிரம்மோஸ் ஏரோஸ்பேஸ் பொறியாளருக்கு ஆயுள் தண்டனை விதிப்பு,20240603T114500Z,http://cinema.maalaimalar.com/news/national/ex-brahmos-engineer-gets-life-imprisonment-for-spying-paks-isi-721777,2024-06-03 11:45:00+00:00,,macro,SPY,"{'url': 'http://cinema.maalaimalar.com/news/national/ex-brahmos-engineer-gets-life-imprisonment-for-spying-paks-isi-721777', 'url_mobile': 'https://www.maalaimalar.com/amp/news/national/ex-brahmos-engineer-gets-life-imprisonment-for-spying-paks-isi-721777', 'title': 'பாகிஸ்தானுக்காக உளவு பார்த்த பிரம்மோஸ் ஏரோஸ்பேஸ் பொறியாளருக்கு ஆயுள் தண்டனை விதிப்பு', 'seendate': '20240603T114500Z', 'socialimage': 'https://media.maalaimalar.com/h-upload/2024/06/03/2459861-pak-isi.jpg', 'domain': 'cinema.maalaimalar.com', 'language': 'Tamil', 'sourcecountry': 'India'}"
gdelt_news,gdelt_doc,SPY,Read all Latest Updates on and about உளவு அமைப்பு,20240603T114500Z,https://www.maalaimalar.com/tags/%E0%AE%89%E0%AE%B3%E0%AE%B5%E0%AF%81-%E0%AE%85%E0%AE%AE%E0%AF%88%E0%AE%AA%E0%AF%8D%E0%AE%AA%E0%AF%81,2024-06-03 11:45:00+00:00,,macro,SPY,"{'url': 'https://www.maalaimalar.com/tags/%E0%AE%89%E0%AE%B3%E0%AE%B5%E0%AF%81-%E0%AE%85%E0%AE%AE%E0%AF%88%E0%AE%AA%E0%AF%8D%E0%AE%AA%E0%AF%81', 'url_mobile': '', 'title': 'Read all Latest Updates on and about உளவு அமைப்பு', 'seendate': '20240603T114500Z', 'socialimage': '', 'domain': 'maalaimalar.com', 'language': 'Tamil', 'sourcecountry': 'India'}"
