asset_class,source_provider,symbol_or_query,headline,snippet,article_url,timestamp_utc,sentiment,theme_bucket,query,raw
gdelt_news,gdelt_doc,SPY,领克全新纯电动SUV谍照曝光 浩瀚架构打造,20240801T024500Z,https://auto.zol.com.cn/888/8885707.html,2024-08-01 02:45:00+00:00,,macro,SPY,"{'url': 'https://auto.zol.com.cn/888/8885707.html', 'url_mobile': 'https://m.zol.com.cn/article/8885707.html', 'title': '领克全新纯电动SUV谍照曝光 浩瀚架构打造', 'seendate': '20240801T024500Z', 'socialimage': '', 'domain': 'auto.zol.com.cn', 'language': 'Chinese', 'sourcecountry': 'China'}"
gdelt_news,gdelt_doc,SPY,5 ứng dụng Android chứa phần mềm gián điệp bạn nên xóa ngay lập tức,20240801T033000Z,https://plo.vn/ky-nguyen-so/5-ung-dung-android-chua-phan-mem-gian-diep-ban-nen-xoa-ngay-lap-tuc-post803099.html,2024-08-01 03:30:00+00:00,,macro,SPY,"{'url': 'https://plo.vn/ky-nguyen-so/5-ung-dung-android-chua-phan-mem-gian-diep-ban-nen-xoa-ngay-lap-tuc-post803099.html', 'url_mobile': 'https://plo.vn/ky-nguyen-so/5-ung-dung-android-chua-phan-mem-gian-diep-ban-nen-xoa-ngay-lap-tuc-post803099.amp', 'title': '5 ứng dụng Android chứa phần mềm gián điệp bạn nên xóa ngay lập tức', 'seendate': '20240801T033000Z', 'socialimage': 'https://image.plo.vn/1200x630/Uploaded/2024/vrwqqxjwp/2024_07_31/phan-mem-gian-diep-2906.jpg.webp', 'domain': 'plo.vn', 'language': 'Vietnamese', 'sourcecountry': 'Vietnam'}"
gdelt_news,gdelt_doc,SPY,上汽奥迪A5谍照近日曝光 轴距加长2 . 0TFSI发动机,20240801T063000Z,https://auto.zol.com.cn/888/8886329.html,2024-08-01 06:30:00+00:00,,macro,SPY,"{'url': 'https://auto.zol.com.cn/888/8886329.html', 'url_mobile': 'https://m.zol.com.cn/article/8886329.html', 'title': '上汽奥迪A5谍照近日曝光 轴距加长2 . 0TFSI发动机', 'seendate': '20240801T063000Z', 'socialimage': '', 'domain': 'auto.zol.com.cn', 'language': 'Chinese', 'sourcecountry': 'China'}"
gdelt_news,gdelt_doc,SPY,Here Why # WeWantShabana Is Trending On X On Taapsee Pannu Birthday,20240801T211500Z,https://www.filmibeat.com/bollywood/news/2024/heres-why-wewantshabana-is-trending-on-x-on-taapsee-pannus-birthday-409881.html,2024-08-01 21:15:00+00:00,,macro,SPY,"{'url': 'https://www.filmibeat.com/bollywood/news/2024/heres-why-wewantshabana-is-trending-on-x-on-taapsee-pannus-birthday-409881.html', 'url_mobile': '', 'title': 'Here Why # WeWantShabana Is Trending On X On Taapsee Pannu Birthday', 'seendate': '20240801T211500Z', 'socialimage': 'https://images.filmibeat.com/img/2024/08/taapseepannusbirthdayf-1722515684.jpg', 'domain': 'filmibeat.com', 'language': 'English', 'sourcecountry': 'India'}"
gdelt_news,gdelt_doc,SPY,奔驰新款GLS内饰谍照曝光 2025年第一季度推出,20240802T063000Z,https://auto.zol.com.cn/888/8888315.html,2024-08-02 06:30:00+00:00,,macro,SPY,"{'url': 'https://auto.zol.com.cn/888/8888315.html', 'url_mobile': 'https://m.zol.com.cn/article/8888315.html', 'title': '奔驰新款GLS内饰谍照曝光 2025年第一季度推出', 'seendate': '20240802T063000Z', 'socialimage': '', 'domain': 'auto.zol.com.cn', 'language': 'Chinese', 'sourcecountry': 'China'}"
gdelt_news,gdelt_doc,SPY,Nga xác nhận một số tù nhân hồi hương là điệp viên,20240802T150000Z,https://vnexpress.net/nga-xac-nhan-mot-so-tu-nhan-hoi-huong-la-diep-vien-4777176.html,2024-08-02 15:00:00+00:00,,macro,SPY,"{'url': 'https://vnexpress.net/nga-xac-nhan-mot-so-tu-nhan-hoi-huong-la-diep-vien-4777176.html', 'url_mobile': '', 'title': 'Nga xác nhận một số tù nhân hồi hương là điệp viên', 'seendate': '20240802T150000Z', 'socialimage': 'https://i2-vnexpress.vnecdn.net/2024/08/02/123-1722605455-9622-1722605641.jpg?&q=100&dpr=1&fit=crop&s=6iow4Hj_tKZdIPxuxsj19A', 'domain': 'vnexpress.net', 'language': 'Vietnamese', 'sourcecountry': 'Vietnam'}"
gdelt_news,gdelt_doc,SPY,Haniyənin qətlində  WHATSAPP  DETALI - ŞOK TƏFƏRRÜAT,20240803T063000Z,https://musavat.com/news/haniyenin-qetlinde-whatsapp-detali-sok-teferruat_1090410.html,2024-08-03 06:30:00+00:00,,macro,SPY,"{'url': 'https://musavat.com/news/haniyenin-qetlinde-whatsapp-detali-sok-teferruat_1090410.html', 'url_mobile': '', 'title': 'Haniyənin qətlində  WHATSAPP  DETALI - ŞOK TƏFƏRRÜAT', 'seendate': '20240803T063000Z', 'socialimage': 'https://cdn.musavat.com/news/thumbnails/da571ad82c5f0c69c4a26f5b1b9b344f.jpg', 'domain': 'musavat.com', 'language': 'Azerbaijani', 'sourcecountry': 'Azerbaijan'}"
gdelt_news,gdelt_doc,SPY, 《 孤舟 》 定档 ？ 别急 ， 还有4部谍战剧待播 ， 柳云龙孙红雷 ， 可期待,20240803T083000Z,https://www.163.com/dy/article/J8M88V0L053798J9.html,2024-08-03 08:30:00+00:00,,macro,SPY,"{'url': 'https://www.163.com/dy/article/J8M88V0L053798J9.html', 'url_mobile': 'https://m.163.com/dy/article/J8M88V0L053798J9.html', 'title': ' 《 孤舟 》 定档 ？ 别急 ， 还有4部谍战剧待播 ， 柳云龙孙红雷 ， 可期待', 'seendate': '20240803T083000Z', 'socialimage': '', 'domain': '163.com', 'language': 'Chinese', 'sourcecountry': 'China'}"
gdelt_news,gdelt_doc,SPY,"Рф не отдала Польше заключенного - журналиста во время обмена , хотя своего шпиона кремль получил , ",20240804T070000Z,https://news.pn/ru/politics/312904,2024-08-04 07:00:00+00:00,,macro,SPY,"{'url': 'https://news.pn/ru/politics/312904', 'url_mobile': '', 'title': 'Рф не отдала Польше заключенного - журналиста во время обмена , хотя своего шпиона кремль получил , ', 'seendate': '20240804T070000Z', 'socialimage': 'https://news.pn/photo/377e1f652c3b9598b26b21a73c18f4f7.i750x500x530.jpeg', 'domain': 'news.pn', 'language': 'Russian', 'sourcecountry': 'Pitcairn Islands'}"
gdelt_news,gdelt_doc,SPY,  This Girl Is On Fire ; Alia Bhatt Praises  Alpha  Co - Star Sharvari Wagh  Vedaa  Trailer | People News,20240804T070000Z,https://zeenews.india.com/people/this-girl-is-on-fire-alia-bhatt-praises-alpha-co-star-sharvari-wagh-s-vedaa-trailer-2773671.html,2024-08-04 07:00:00+00:00,,macro,SPY,"{'url': 'https://zeenews.india.com/people/this-girl-is-on-fire-alia-bhatt-praises-alpha-co-star-sharvari-wagh-s-vedaa-trailer-2773671.html', 'url_mobile': 'https://zeenews.india.com/people/this-girl-is-on-fire-alia-bhatt-praises-alpha-co-star-sharvari-wagh-s-vedaa-trailer-2773671.html/amp', 'title': '  This Girl Is On Fire ; Alia Bhatt Praises  Alpha  Co - Star Sharvari Wagh  Vedaa  Trailer | People News', 'seendate': '20240804T070000Z', 'socialimage': 'https://english.cdn.zeenews.com/sites/default/files/2024/08/04/1458976-deepika.20-12.jpg', 'domain': 'zeenews.india.com', 'language': 'English', 'sourcecountry': 'India'}"
gdelt_news,gdelt_doc,SPY,哈弗枭龙MAX新款谍照曝光 外观升级明显,20240804T114500Z,https://auto.zol.com.cn/889/8891580.html,2024-08-04 11:45:00+00:00,,macro,SPY,"{'url': 'https://auto.zol.com.cn/889/8891580.html', 'url_mobile': 'https://m.zol.com.cn/article/8891580.html', 'title': '哈弗枭龙MAX新款谍照曝光 外观升级明显', 'seendate': '20240804T114500Z', 'socialimage': '', 'domain': 'auto.zol.com.cn', 'language': 'Chinese', 'sourcecountry': 'China'}"
gdelt_news,gdelt_doc,SPY,Psychic Private Eyes - True Crime Xtra,20240804T204500Z,https://www.tvguide.co.uk/schedule/51c459aa-a83b-52a7-9d3d-ca33d11c7b2e/psychic-private-eyes,2024-08-04 20:45:00+00:00,,macro,SPY,"{'url': 'https://www.tvguide.co.uk/schedule/51c459aa-a83b-52a7-9d3d-ca33d11c7b2e/psychic-private-eyes', 'url_mobile': '', 'title': 'Psychic Private Eyes - True Crime Xtra', 'seendate': '20240804T204500Z', 'socialimage': 'https://www.tvguide.co.uk/schedule/51c459aa-a83b-52a7-9d3d-ca33d11c7b2e/psychic-private-eyes/opengraph-image?9b1126a425439ae6', 'domain': 'tvguide.co.uk', 'language': 'English', 'sourcecountry': 'United Kingdom'}"
gdelt_news,gdelt_doc,SPY,梅赛德斯 - AMG GLS 63谍照曝光 外观内饰调整颇大,20240805T024500Z,https://auto.zol.com.cn/889/8897332.html,2024-08-05 02:45:00+00:00,,macro,SPY,"{'url': 'https://auto.zol.com.cn/889/8897332.html', 'url_mobile': 'https://m.zol.com.cn/article/8897332.html', 'title': '梅赛德斯 - AMG GLS 63谍照曝光 外观内饰调整颇大', 'seendate': '20240805T024500Z', 'socialimage': '', 'domain': 'auto.zol.com.cn', 'language': 'Chinese', 'sourcecountry': 'China'}"
