asset_class,source_provider,symbol_or_query,headline,snippet,article_url,timestamp_utc,sentiment,theme_bucket,query,raw
gdelt_news,gdelt_doc,SPY,"Netflix drops trailer for  Spy Kids : Armageddon , sets release date for September – NBC Connecticut",20230801T024500Z,https://www.nbcconnecticut.com/entertainment/entertainment-news/spy-kids-armageddon-trailer-released-ahead-of-september-launch-on-netflix/3077237/,2023-08-01 02:45:00+00:00,,macro,SPY,"{'url': 'https://www.nbcconnecticut.com/entertainment/entertainment-news/spy-kids-armageddon-trailer-released-ahead-of-september-launch-on-netflix/3077237/', 'url_mobile': 'https://www.nbcconnecticut.com/entertainment/entertainment-news/spy-kids-armageddon-trailer-released-ahead-of-september-launch-on-netflix/3077237/?amp=1', 'title': 'Netflix drops trailer for  Spy Kids : Armageddon , sets release date for September – NBC Connecticut', 'seendate': '20230801T024500Z', 'socialimage': 'https://media.nbcconnecticut.com/2023/07/AAAAQQhIotEwGfUO-NnnHwBjV0Miz20A2qWQU-yxTR39iKjhyDOkuKmaTZfcmvC0fCMdS3SxXJ2I_xW3qK9f_TZm2Y5QuSQl_LsPmTe41mHetf0NjM1rIwdO9NPalPilDaKAZn_nd4V7UwfuxH3qD0AcYpde.jpg?quality=85&strip=all', 'domain': 'nbcconnecticut.com', 'language': 'English', 'sourcecountry': 'United States'}"
gdelt_news,gdelt_doc,SPY,國安部微信號運行 ： 全社會動員反間防諜 - 香港經濟日報 - 中國頻道 - 社會熱點,20230801T091500Z,https://china.hket.com/article/3582200/%E5%9C%8B%E5%AE%89%E9%83%A8%E5%BE%AE%E4%BF%A1%E8%99%9F%E9%81%8B%E8%A1%8C%EF%BC%9A%E5%85%A8%E7%A4%BE%E6%9C%83%E5%8B%95%E5%93%A1%E5%8F%8D%E9%96%93%E9%98%B2%E8%AB%9C?mtc=80016,2023-08-01 09:15:00+00:00,,macro,SPY,"{'url': 'https://china.hket.com/article/3582200/%E5%9C%8B%E5%AE%89%E9%83%A8%E5%BE%AE%E4%BF%A1%E8%99%9F%E9%81%8B%E8%A1%8C%EF%BC%9A%E5%85%A8%E7%A4%BE%E6%9C%83%E5%8B%95%E5%93%A1%E5%8F%8D%E9%96%93%E9%98%B2%E8%AB%9C?mtc=80016', 'url_mobile': '', 'title': '國安部微信號運行 ： 全社會動員反間防諜 - 香港經濟日報 - 中國頻道 - 社會熱點', 'seendate': '20230801T091500Z', 'socialimage': 'https://static04.hket.com/res/v3/image/content/3580000/3582200/768_1200.jpg', 'domain': 'china.hket.com', 'language': 'Chinese', 'sourcecountry': 'China'}"
gdelt_news,gdelt_doc,SPY, 《 反間諜法 》 上路滿月 中國提供獎賞鼓勵人民舉報 - 國際,20230801T101500Z,https://news.ltn.com.tw/news/world/breakingnews/4382876,2023-08-01 10:15:00+00:00,,macro,SPY,"{'url': 'https://news.ltn.com.tw/news/world/breakingnews/4382876', 'url_mobile': 'https://news.ltn.com.tw/amp/news/world/breakingnews/4382876', 'title': ' 《 反間諜法 》 上路滿月 中國提供獎賞鼓勵人民舉報 - 國際', 'seendate': '20230801T101500Z', 'socialimage': 'https://img.ltn.com.tw/Upload/news/600/2023/08/01/4382876_1_1.jpg', 'domain': 'news.ltn.com.tw', 'language': 'Chinese', 'sourcecountry': 'Taiwan'}"
gdelt_news,gdelt_doc,SPY,國安部微信號運行 ： 全社會動員反間防諜 - 香港經濟日報 - 中國頻道 - 社會熱點,20230801T114500Z,https://china.hket.com/article/3582200/%E5%9C%8B%E5%AE%89%E9%83%A8%E5%BE%AE%E4%BF%A1%E8%99%9F%E9%81%8B%E8%A1%8C%EF%BC%9A%E5%85%A8%E7%A4%BE%E6%9C%83%E5%8B%95%E5%93%A1%E5%8F%8D%E9%96%93%E9%98%B2%E8%AB%9C?mtc=30003,2023-08-01 11:45:00+00:00,,macro,SPY,"{'url': 'https://china.hket.com/article/3582200/%E5%9C%8B%E5%AE%89%E9%83%A8%E5%BE%AE%E4%BF%A1%E8%99%9F%E9%81%8B%E8%A1%8C%EF%BC%9A%E5%85%A8%E7%A4%BE%E6%9C%83%E5%8B%95%E5%93%A1%E5%8F%8D%E9%96%93%E9%98%B2%E8%AB%9C?mtc=30003', 'url_mobile': '', 'title': '國安部微信號運行 ： 全社會動員反間防諜 - 香港經濟日報 - 中國頻道 - 社會熱點', 'seendate': '20230801T114500Z', 'socialimage': 'https://static04.hket.com/res/v3/image/content/3580000/3582200/768_1200.jpg', 'domain': 'china.hket.com', 'language': 'Chinese', 'sourcecountry': 'China'}"
gdelt_news,gdelt_doc,SPY,中共鼓吹反间谍全民动员 分析 ： 制造人人为敌 | 反间谍法 | 国安部,20230801T161500Z,https://www.epochtimes.com/gb/23/8/1/n14045832.htm,2023-08-01 16:15:00+00:00,,macro,SPY,"{'url': 'https://www.epochtimes.com/gb/23/8/1/n14045832.htm', 'url_mobile': 'https://www.epochtimes.com/gb/23/8/1/n14045832.htm/amp', 'title': '中共鼓吹反间谍全民动员 分析 ： 制造人人为敌 | 反间谍法 | 国安部', 'seendate': '20230801T161500Z', 'socialimage': 'https://i.epochtimes.com/assets/uploads/2023/01/id13919522-GettyImages-1213417860-700x420-700x359.jpg', 'domain': 'epochtimes.com', 'language': 'Chinese', 'sourcecountry': 'China'}"
gdelt_news,gdelt_doc,SPY,2024 Ford F - 150 caught undisguised in STX guise,20230801T220000Z,https://winnipegsun.com/auto-news/news/spied-2024-ford-f-150-stx,2023-08-01 22:00:00+00:00,,macro,SPY,"{'url': 'https://winnipegsun.com/auto-news/news/spied-2024-ford-f-150-stx', 'url_mobile': 'https://winnipegsun.com/auto-news/news/spied-2024-ford-f-150-stx/wcm/32d08a0a-ff8a-4e44-af21-eca3a6ccb24b/amp/', 'title': '2024 Ford F - 150 caught undisguised in STX guise', 'seendate': '20230801T220000Z', 'socialimage': 'https://smartcdn.gprod.postmedia.digital/driving/wp-content/uploads/2023/08/F150_STX_003.jpg', 'domain': 'winnipegsun.com', 'language': 'English', 'sourcecountry': 'Canada'}"
gdelt_news,gdelt_doc,SPY,2024 Ford F - 150 caught undisguised in STX guise,20230801T220000Z,https://driving.ca:443/auto-news/news/spied-2024-ford-f-150-stx,2023-08-01 22:00:00+00:00,,macro,SPY,"{'url': 'https://driving.ca:443/auto-news/news/spied-2024-ford-f-150-stx', 'url_mobile': 'https://driving.ca/auto-news/news/spied-2024-ford-f-150-stx/wcm/32d08a0a-ff8a-4e44-af21-eca3a6ccb24b/amp/', 'title': '2024 Ford F - 150 caught undisguised in STX guise', 'seendate': '20230801T220000Z', 'socialimage': 'https://smartcdn.gprod.postmedia.digital/driving/wp-content/uploads/2023/08/F150_STX_003.jpg', 'domain': 'driving.ca', 'language': 'English', 'sourcecountry': 'Canada'}"
gdelt_news,gdelt_doc,SPY,自由日日Shoot 》 台灣軍事間諜刑期偏低 專家 ： 應比照歐美調高刑度 - 政治,20230801T224500Z,https://news.ltn.com.tw/news/politics/paper/1597184,2023-08-01 22:45:00+00:00,,macro,SPY,"{'url': 'https://news.ltn.com.tw/news/politics/paper/1597184', 'url_mobile': 'https://news.ltn.com.tw/amp/news/politics/paper/1597184', 'title': '自由日日Shoot 》 台灣軍事間諜刑期偏低 專家 ： 應比照歐美調高刑度 - 政治', 'seendate': '20230801T224500Z', 'socialimage': 'https://img.ltn.com.tw/Upload/news/600/2023/08/02/126.jpg', 'domain': 'news.ltn.com.tw', 'language': 'Chinese', 'sourcecountry': 'Taiwan'}"
gdelt_news,gdelt_doc,SPY,网易又出手 ！ 对这品类游戏进行一次大升级 ？《 零号任务 》 CJ试玩 _ 间谍 _ 密码 _ 玩法,20230802T030000Z,https://www.sohu.com/a/708248095_119598?scm=1102.xchannel:1065:110036.0.1.0~9010.8000.0.0.681,2023-08-02 03:00:00+00:00,,macro,SPY,"{'url': 'https://www.sohu.com/a/708248095_119598?scm=1102.xchannel:1065:110036.0.1.0~9010.8000.0.0.681', 'url_mobile': '', 'title': '网易又出手 ！ 对这品类游戏进行一次大升级 ？《 零号任务 》 CJ试玩 _ 间谍 _ 密码 _ 玩法', 'seendate': '20230802T030000Z', 'socialimage': 'https://p4.itc.cn/images01/20230802/ad4994234b2c4a7f8dfe77f868c90453.jpeg', 'domain': 'sohu.com', 'language': 'Chinese', 'sourcecountry': 'China'}"
gdelt_news,gdelt_doc,SPY,要求全民抓特務 習近平再掀政治運動,20230802T030000Z,https://www.ntdtv.com/b5/2023/08/02/a103759409.html,2023-08-02 03:00:00+00:00,,macro,SPY,"{'url': 'https://www.ntdtv.com/b5/2023/08/02/a103759409.html', 'url_mobile': 'https://www.ntdtv.com/b5/2023/08/02/a103759409.html/amp', 'title': '要求全民抓特務 習近平再掀政治運動', 'seendate': '20230802T030000Z', 'socialimage': 'https://i.ntdtv.com/assets/uploads/2023/08/id103759424-GettyImages-1166466908-800x450.jpg', 'domain': 'ntdtv.com', 'language': 'Chinese', 'sourcecountry': 'China'}"
